city,propertyType,bedrooms,bathrooms,area,age,parking,furnished,price
Delhi,Villa,1,3,1146,13,1,Semi Furnished,19099638
Vadodara,House,1,2,1418,2,2,Semi Furnished,7720988
Mumbai,Villa,1,2,2946,24,3,Fully Furnished,57539939
Ahmedabad,Apartment,4,1,528,15,0,Unfurnished,3306440
Hyderabad,Commercial,2,1,3243,3,2,Fully Furnished,49704565
Ahmedabad,Commercial,2,4,1908,1,2,Unfurnished,16584951
Vadodara,Villa,1,3,2985,0,0,Unfurnished,18955378
Hyderabad,Villa,4,2,3042,6,3,Unfurnished,41398239
Pune,Villa,1,1,1781,19,0,Semi Furnished,24447024
Surat,House,5,4,4892,13,3,Semi Furnished,26990617
Pune,Commercial,3,4,4609,24,1,Semi Furnished,71571537
Rajkot,House,1,3,4783,23,0,Semi Furnished,20695653
Pune,House,1,1,4801,15,0,Unfurnished,48964299
Bangalore,Apartment,5,4,965,25,1,Semi Furnished,10682021
Jaipur,House,3,4,4281,17,1,Unfurnished,25553194
Bangalore,Villa,2,3,736,16,1,Unfurnished,11585424
Mumbai,House,5,4,4037,20,2,Fully Furnished,60652355
Hyderabad,House,2,2,4531,5,2,Fully Furnished,46232721
Jaipur,House,1,2,2388,4,2,Unfurnished,14517420
Surat,Commercial,5,3,3811,0,2,Semi Furnished,30917948
Hyderabad,Villa,3,1,3501,23,3,Fully Furnished,47634058
Delhi,House,4,1,4018,23,0,Unfurnished,48730956
Rajkot,Apartment,2,3,885,5,2,Semi Furnished,4349946
Surat,Commercial,3,4,4070,1,2,Fully Furnished,33105690
Ahmedabad,Villa,2,3,1389,9,1,Fully Furnished,11762525
Pune,Commercial,2,4,1076,12,0,Semi Furnished,17586298
Mumbai,House,1,1,4093,5,2,Semi Furnished,59976710
Bangalore,Apartment,3,2,1087,6,3,Fully Furnished,12396460
Hyderabad,Villa,4,4,3611,25,1,Semi Furnished,48896672
Hyderabad,House,3,2,2604,5,3,Fully Furnished,27825405
Surat,House,5,4,3876,24,0,Unfurnished,20814222
Vadodara,Commercial,1,2,2790,22,3,Semi Furnished,20630594
Jaipur,Villa,5,1,3052,22,0,Semi Furnished,24917573
Surat,House,4,3,3790,2,0,Semi Furnished,20490205
Delhi,Commercial,4,2,1673,10,3,Fully Furnished,32393051
Delhi,Apartment,1,4,1808,8,3,Unfurnished,19085986
Pune,Commercial,5,2,4886,23,3,Semi Furnished,76253742
Vadodara,Apartment,3,3,1408,11,1,Fully Furnished,7043814
Hyderabad,Commercial,3,4,4460,0,0,Semi Furnished,67473159
Vadodara,Apartment,2,2,2081,12,1,Semi Furnished,8797682
Bangalore,Villa,2,1,2207,25,3,Fully Furnished,34918533
Bangalore,House,2,3,2913,7,2,Fully Furnished,34804363
Vadodara,Apartment,3,3,4964,25,3,Unfurnished,20512699
Pune,Villa,2,3,893,10,0,Unfurnished,12685836
Pune,Apartment,1,4,3623,24,3,Unfurnished,31387036
Delhi,Apartment,5,3,1781,20,2,Unfurnished,19388378
Surat,Villa,5,2,1835,4,2,Semi Furnished,14140006
Vadodara,Apartment,1,4,4947,23,3,Semi Furnished,19963739
Vadodara,House,5,1,2607,19,3,Semi Furnished,14081367
Jaipur,Apartment,4,1,3496,8,1,Semi Furnished,18021735
Surat,Villa,2,2,2323,12,3,Fully Furnished,17381011
Mumbai,House,3,4,2809,7,0,Unfurnished,41433352
Vadodara,Commercial,4,3,3294,25,3,Semi Furnished,24416539
Surat,Villa,3,4,1131,13,0,Fully Furnished,9426808
Mumbai,Apartment,3,4,4689,15,3,Semi Furnished,57621798
Surat,Commercial,5,2,3620,3,2,Fully Furnished,30136153
Rajkot,Apartment,4,3,4933,23,0,Unfurnished,18169061
Jaipur,Commercial,2,4,2157,0,0,Fully Furnished,20584583
Jaipur,Villa,4,3,1749,3,3,Semi Furnished,15597268
Bangalore,Villa,5,3,2100,25,3,Fully Furnished,34205208
Mumbai,House,5,1,3709,16,2,Unfurnished,54678008
Pune,Commercial,5,3,3344,23,3,Unfurnished,52867978
Surat,Villa,4,4,4340,20,1,Fully Furnished,30899120
Pune,Commercial,1,2,674,4,1,Unfurnished,11016624
Bangalore,House,5,1,3730,22,2,Fully Furnished,44745610
Rajkot,Commercial,4,4,3640,11,3,Semi Furnished,25130780
Surat,Apartment,4,3,2359,8,0,Fully Furnished,12061062
Surat,Commercial,3,1,1213,25,3,Semi Furnished,10384813
Rajkot,Villa,3,1,3878,1,1,Unfurnished,22428330
Jaipur,Apartment,4,2,4049,19,3,Fully Furnished,21650278
Hyderabad,House,4,2,2258,5,1,Semi Furnished,23761797
Hyderabad,House,1,4,4732,5,2,Unfurnished,47528715
Jaipur,Apartment,2,1,866,13,3,Fully Furnished,5952343
Vadodara,Commercial,4,1,3534,13,0,Fully Furnished,26500058
Hyderabad,Apartment,1,2,4948,6,2,Fully Furnished,42147699
Mumbai,Apartment,4,3,3667,0,3,Fully Furnished,46466734
Pune,Apartment,1,4,3722,11,1,Fully Furnished,33109738
Rajkot,Apartment,1,3,3185,11,3,Fully Furnished,13006442
Bangalore,Villa,5,2,1729,4,1,Fully Furnished,28435589
Ahmedabad,Commercial,3,4,4200,9,0,Semi Furnished,35330358
Vadodara,Apartment,1,1,2227,9,1,Unfurnished,9057255
Delhi,Commercial,2,1,4592,0,2,Fully Furnished,84605897
Bangalore,Commercial,1,1,4505,19,3,Unfurnished,77190919
Surat,Commercial,4,1,1702,7,0,Semi Furnished,14300619
Pune,House,4,3,4918,0,0,Semi Furnished,51998894
Pune,Apartment,2,4,3839,22,1,Unfurnished,32992055
Ahmedabad,Commercial,1,1,1641,3,1,Unfurnished,13798264
Ahmedabad,Commercial,2,3,4472,17,1,Semi Furnished,37403595
Delhi,Apartment,3,4,551,24,1,Semi Furnished,6775484
Mumbai,Apartment,4,3,2200,9,2,Semi Furnished,27993384
Hyderabad,Villa,4,4,3658,2,3,Unfurnished,49584770
Rajkot,House,2,2,3559,0,0,Fully Furnished,16754558
Bangalore,Apartment,1,2,1602,25,0,Semi Furnished,15500175
Delhi,Apartment,5,4,1729,12,3,Fully Furnished,19725539
Pune,Apartment,1,2,4793,17,1,Fully Furnished,41580317
Jaipur,Apartment,3,3,4682,2,3,Fully Furnished,25016550
Vadodara,Apartment,5,2,580,8,1,Unfurnished,3453784
Delhi,Villa,5,1,3365,5,3,Unfurnished,55331451
Surat,Commercial,4,3,3867,15,1,Unfurnished,30297471
Surat,House,5,4,3247,23,0,Fully Furnished,18300322
Delhi,Villa,1,1,1285,21,2,Fully Furnished,21480834
Vadodara,House,3,2,2722,8,2,Unfurnished,13908355
Bangalore,Apartment,3,2,1548,4,0,Fully Furnished,16670527
Bangalore,Villa,5,4,1039,17,1,Fully Furnished,18355855
Vadodara,Villa,3,1,2913,7,1,Unfurnished,18822043
Hyderabad,House,3,3,3592,23,0,Semi Furnished,36001095
Delhi,House,1,1,3890,3,3,Fully Furnished,48007203
Delhi,Commercial,1,2,3286,7,2,Semi Furnished,60028782
Vadodara,Villa,2,1,3432,14,0,Fully Furnished,22499800
Bangalore,Villa,5,3,2030,10,3,Unfurnished,32822419
Vadodara,Commercial,5,2,515,22,2,Fully Furnished,5866672
Jaipur,Apartment,1,4,1674,2,1,Semi Furnished,8938881
Vadodara,Commercial,1,4,4507,2,3,Fully Furnished,33787259
Vadodara,Commercial,1,2,1687,23,2,Unfurnished,11757437
Vadodara,Commercial,2,1,635,17,1,Unfurnished,5058995
Rajkot,House,1,1,2989,22,1,Fully Furnished,13231837
Jaipur,House,5,3,1044,25,2,Unfurnished,7033220
Surat,House,2,1,4446,7,0,Unfurnished,23017967
Vadodara,Commercial,2,4,4279,2,1,Fully Furnished,31681405
Mumbai,House,2,4,3769,16,0,Fully Furnished,55380814
Ahmedabad,Commercial,4,4,2807,5,3,Semi Furnished,24597818
Jaipur,Commercial,5,3,1722,11,1,Fully Furnished,16971907
Rajkot,Villa,3,1,2349,3,3,Fully Furnished,15253239
Mumbai,Villa,1,3,2570,8,1,Fully Furnished,50677744
Rajkot,Villa,3,1,1935,11,2,Semi Furnished,11877652
Ahmedabad,House,1,4,1286,0,3,Semi Furnished,8705839
Pune,House,1,3,4050,9,3,Fully Furnished,42696655
Delhi,Commercial,2,3,2555,15,3,Semi Furnished,47311655
Rajkot,Apartment,4,4,4898,7,2,Unfurnished,18503664
Mumbai,Commercial,5,1,1417,0,0,Semi Furnished,32215695
Surat,Commercial,3,3,3952,18,1,Unfurnished,30766500
Delhi,Apartment,3,1,3681,9,0,Fully Furnished,38054809
Hyderabad,Apartment,3,3,3295,3,3,Semi Furnished,28733589
Rajkot,Apartment,4,4,1034,25,0,Unfurnished,4596049
Mumbai,Villa,2,3,1822,8,3,Semi Furnished,36257542
Jaipur,House,1,4,2928,15,1,Fully Furnished,17915939
Delhi,Commercial,3,2,3286,17,1,Unfurnished,59809509
Rajkot,Villa,5,3,1429,7,1,Unfurnished,9299941
Bangalore,Villa,3,2,1592,7,1,Semi Furnished,25658869
Jaipur,House,3,3,1510,13,3,Fully Furnished,11014182
Rajkot,Commercial,4,4,1793,24,0,Semi Furnished,12437058
Jaipur,Commercial,1,3,1660,14,0,Fully Furnished,15536585
Jaipur,Commercial,3,4,2808,11,2,Fully Furnished,26264669
Jaipur,House,5,3,651,6,2,Semi Furnished,6003366
Jaipur,Commercial,3,3,2682,9,0,Semi Furnished,24509630
Delhi,Villa,2,3,2275,5,1,Semi Furnished,37568491
Ahmedabad,Apartment,1,1,4931,15,1,Unfurnished,22213514
Jaipur,House,1,2,793,22,0,Semi Furnished,5016525
Pune,Commercial,2,2,4898,13,0,Semi Furnished,75464389
Surat,Commercial,1,1,2498,24,3,Fully Furnished,19968731
Ahmedabad,Commercial,5,3,4931,1,2,Fully Furnished,42445081
Delhi,Villa,1,3,4546,15,1,Semi Furnished,73198559
Rajkot,Apartment,5,3,4268,9,0,Semi Furnished,16597574
Vadodara,House,5,3,3405,13,1,Unfurnished,17453297
Bangalore,Apartment,2,2,3249,4,0,Semi Furnished,31705831
Surat,Apartment,5,2,4879,18,0,Unfurnished,21220481
Pune,Apartment,1,2,4214,2,0,Semi Furnished,36865244
Surat,Villa,4,4,920,22,2,Semi Furnished,7579818
Rajkot,House,1,3,4257,18,3,Semi Furnished,19069678
Delhi,Villa,3,2,2638,25,3,Semi Furnished,43423633
Delhi,House,5,3,2619,12,1,Semi Furnished,33145854
Rajkot,House,1,1,2324,23,0,Semi Furnished,10114272
Surat,Commercial,4,2,2429,9,1,Semi Furnished,19847711
Ahmedabad,Apartment,2,1,2860,0,0,Unfurnished,13264131
Vadodara,Villa,2,1,4498,21,0,Fully Furnished,29261609
Mumbai,Apartment,3,4,3350,13,3,Fully Furnished,42322889
Hyderabad,Apartment,4,1,2635,24,1,Fully Furnished,23354898
Rajkot,Commercial,3,1,2590,7,2,Unfurnished,17328770
Pune,Villa,4,2,1532,4,2,Semi Furnished,22759392
Bangalore,Apartment,1,4,3013,25,0,Fully Furnished,29344160
Vadodara,Commercial,1,2,3559,17,0,Semi Furnished,25215326
Mumbai,Apartment,5,3,2935,1,0,Semi Furnished,37379344
Jaipur,Commercial,3,4,563,17,2,Semi Furnished,6579857
Pune,Villa,3,3,3595,23,3,Semi Furnished,50295071
Pune,Commercial,1,2,2514,9,0,Unfurnished,38475080
Pune,House,2,1,2906,0,0,Semi Furnished,30368070
Hyderabad,Commercial,2,3,1898,0,0,Unfurnished,28629012
Hyderabad,House,2,1,2962,7,2,Unfurnished,29767614
Ahmedabad,House,3,1,4985,20,2,Semi Furnished,28146691
Delhi,Commercial,2,3,1404,21,1,Semi Furnished,25953291
Rajkot,Apartment,4,2,3083,15,0,Fully Furnished,12437735
Bangalore,Apartment,5,4,4320,8,3,Fully Furnished,43917306
Rajkot,Villa,2,3,4870,10,1,Semi Furnished,28411337
Jaipur,Villa,1,3,2713,3,2,Unfurnished,21752294
Ahmedabad,Villa,2,4,1541,9,1,Unfurnished,12187027
Delhi,Villa,5,4,766,13,2,Fully Furnished,14605608
Mumbai,Villa,2,3,908,18,3,Fully Furnished,19035036
Rajkot,Commercial,3,4,899,3,2,Semi Furnished,7156242
Delhi,Apartment,4,2,3283,16,2,Semi Furnished,34314740
Pune,Apartment,3,2,3686,11,1,Semi Furnished,32304145
Mumbai,Commercial,4,1,3400,12,1,Semi Furnished,74546837
Pune,Apartment,5,2,2764,9,0,Unfurnished,24899019
Pune,Villa,3,4,933,3,2,Unfurnished,14119856
Ahmedabad,House,2,4,2504,12,1,Semi Furnished,14408828
Vadodara,Apartment,1,1,2702,11,2,Fully Furnished,12057590
Ahmedabad,Villa,4,1,3732,11,1,Semi Furnished,28168701
Ahmedabad,Commercial,4,4,2116,9,0,Semi Furnished,18808815
Ahmedabad,Villa,3,4,4183,6,0,Semi Furnished,31593819
Pune,Villa,2,4,2025,25,1,Unfurnished,27749538
Jaipur,House,1,2,1109,22,0,Fully Furnished,7018240
Surat,Apartment,2,4,4360,6,0,Unfurnished,19229811
Hyderabad,Apartment,5,4,4210,0,3,Semi Furnished,37172749
Delhi,Villa,2,2,1224,13,2,Unfurnished,20528301
Rajkot,House,5,1,1973,15,1,Semi Furnished,9558355
Surat,Villa,1,3,2997,6,1,Semi Furnished,21184736
Jaipur,Villa,4,2,4720,9,1,Fully Furnished,38306536
Rajkot,Commercial,2,3,4737,0,0,Semi Furnished,30986551
Pune,Villa,5,4,1751,0,0,Unfurnished,25354955
Rajkot,Apartment,2,1,1414,23,1,Semi Furnished,5785959
Bangalore,Apartment,1,4,2376,16,2,Semi Furnished,23603890
Pune,Villa,1,3,1279,20,0,Fully Furnished,18533533
Bangalore,Apartment,3,2,3663,25,3,Unfurnished,35583720
Mumbai,House,4,4,4411,24,0,Semi Furnished,64512554
Surat,Apartment,5,1,937,20,1,Fully Furnished,5947520
Mumbai,Apartment,2,3,4404,8,2,Semi Furnished,54126829
Vadodara,Villa,2,4,3275,23,1,Unfurnished,21075675
Hyderabad,Apartment,1,3,2391,14,1,Semi Furnished,20486207
Pune,Commercial,2,2,4568,6,2,Unfurnished,70762723
Delhi,Apartment,5,1,706,24,0,Unfurnished,7686681
Mumbai,House,1,1,1585,14,3,Semi Furnished,23403441
Bangalore,Commercial,2,3,3534,24,3,Fully Furnished,62176690
Mumbai,Villa,1,1,1559,23,2,Fully Furnished,30908781
Vadodara,Apartment,4,2,4483,8,1,Unfurnished,18602352
Ahmedabad,Villa,4,1,2159,13,3,Unfurnished,16927679
Surat,Commercial,5,3,4626,20,0,Fully Furnished,36782730
Bangalore,House,5,2,4198,19,2,Unfurnished,49153562
Pune,Villa,1,4,2459,24,1,Unfurnished,33390596
Jaipur,Commercial,1,2,4710,5,2,Unfurnished,41592586
Pune,House,4,1,2893,19,3,Fully Furnished,31426170
Mumbai,Villa,3,4,2216,25,2,Semi Furnished,43745761
Hyderabad,Villa,5,4,3270,18,0,Unfurnished,43905785
Surat,Apartment,1,3,1541,5,0,Fully Furnished,8054139
Surat,Villa,5,3,4928,17,0,Unfurnished,34146060
Bangalore,Commercial,4,1,4663,21,1,Unfurnished,80317640
Rajkot,Villa,1,1,2518,21,2,Fully Furnished,14998864
Vadodara,Villa,3,3,3462,14,0,Unfurnished,22086732
Hyderabad,Commercial,5,1,958,2,1,Unfurnished,15581790
Hyderabad,Apartment,4,2,964,16,0,Semi Furnished,8887364
Mumbai,House,2,4,3433,14,2,Fully Furnished,51245204
Mumbai,Villa,1,4,2398,24,1,Unfurnished,46012046
Bangalore,Villa,3,4,3712,11,3,Fully Furnished,58442158
Pune,Apartment,4,4,3393,10,0,Semi Furnished,30242594
Delhi,Commercial,3,2,1127,24,1,Semi Furnished,20941557
Surat,Commercial,1,3,4462,5,1,Fully Furnished,35039329
Jaipur,Villa,3,2,1309,18,3,Fully Furnished,11935915
Surat,Commercial,3,3,1306,17,0,Semi Furnished,10879466
Ahmedabad,Apartment,5,3,2341,16,0,Fully Furnished,12570981
Vadodara,Apartment,4,4,1376,22,0,Fully Furnished,7301935
Jaipur,Commercial,3,1,2352,3,0,Fully Furnished,22220120
Ahmedabad,Commercial,5,1,3231,14,2,Fully Furnished,28197335
Bangalore,Commercial,1,4,3125,13,3,Unfurnished,54464011
Bangalore,Commercial,4,3,1468,23,3,Fully Furnished,27064339
Ahmedabad,House,5,3,1695,20,2,Semi Furnished,10916432
Ahmedabad,Apartment,3,3,1183,21,2,Unfurnished,6266845
Delhi,Villa,1,1,4950,17,0,Unfurnished,79224004
Hyderabad,Commercial,2,3,4688,1,2,Unfurnished,70234524
Jaipur,Commercial,4,4,3567,14,0,Fully Furnished,32868013
Jaipur,Villa,3,1,1651,6,0,Unfurnished,13380859
Vadodara,Commercial,5,2,3634,18,2,Semi Furnished,27010388
Rajkot,Villa,4,1,872,3,3,Fully Furnished,7264675
Pune,Apartment,2,2,2719,20,0,Unfurnished,23243421
Delhi,Commercial,5,2,862,6,0,Semi Furnished,17404018
Bangalore,Apartment,3,1,3745,22,1,Fully Furnished,37070518
Vadodara,House,2,3,3424,6,3,Semi Furnished,17400639
Surat,Apartment,5,3,2132,5,3,Unfurnished,10990145
Vadodara,Apartment,4,4,4292,11,2,Fully Furnished,18779426
Pune,Commercial,2,1,2470,14,2,Fully Furnished,39194493
Hyderabad,Villa,3,1,4650,24,1,Unfurnished,61528130
Delhi,House,5,3,4729,3,3,Unfurnished,58664783
Jaipur,Commercial,4,2,2945,4,3,Fully Furnished,27683214
Jaipur,Apartment,4,2,4202,22,0,Unfurnished,20802086
Hyderabad,House,1,2,4847,17,1,Unfurnished,48033680
Jaipur,Commercial,1,4,4400,1,0,Semi Furnished,38917367
Mumbai,House,3,3,2537,2,0,Unfurnished,37460477
Vadodara,Apartment,1,2,3809,15,2,Unfurnished,14967362
Jaipur,House,3,3,1704,15,0,Fully Furnished,11629978
Rajkot,Apartment,5,1,4965,1,1,Semi Furnished,19149709
Ahmedabad,Commercial,1,3,4933,25,1,Unfurnished,40078884
Mumbai,Villa,1,2,4547,20,2,Fully Furnished,88723468
Bangalore,Villa,5,1,4540,8,2,Semi Furnished,71018683
Mumbai,House,2,2,1900,25,3,Semi Furnished,28158101
Pune,Apartment,3,4,2782,14,0,Fully Furnished,25555976
Mumbai,House,4,3,4958,17,2,Unfurnished,72697226
Bangalore,Apartment,2,3,3325,0,0,Unfurnished,32541492
Ahmedabad,Apartment,2,3,1439,17,0,Unfurnished,6979830
Ahmedabad,Commercial,4,2,1329,0,3,Fully Furnished,13185805
Bangalore,House,1,4,2722,15,1,Fully Furnished,32075261
Vadodara,Apartment,4,2,1068,25,2,Unfurnished,4776663
Jaipur,House,3,3,2256,5,2,Fully Furnished,15131090
Ahmedabad,Villa,4,4,2837,4,3,Fully Furnished,22905800
Hyderabad,House,3,4,1626,25,3,Fully Furnished,17793632
Surat,Commercial,1,4,889,9,2,Semi Furnished,7694862
Ahmedabad,House,4,3,2859,23,2,Semi Furnished,16640460
Jaipur,Apartment,4,4,2138,9,1,Fully Furnished,12265027
Mumbai,House,1,1,2780,0,3,Fully Furnished,42017419
Surat,House,4,4,3059,19,1,Fully Furnished,17102840
Hyderabad,Apartment,2,2,2891,5,3,Unfurnished,24662102
Mumbai,House,3,4,964,13,2,Fully Furnished,16203125
Vadodara,House,2,3,4146,25,0,Semi Furnished,19983189
Ahmedabad,Apartment,3,3,1835,8,0,Semi Furnished,9440381
Mumbai,Villa,4,3,3844,12,1,Fully Furnished,76059258
Surat,Apartment,1,2,865,12,1,Unfurnished,4004057
Hyderabad,Villa,5,4,2737,19,3,Semi Furnished,38058862
Hyderabad,Villa,4,3,3602,21,3,Semi Furnished,48978690
Bangalore,Commercial,3,1,2300,9,0,Semi Furnished,40346852
Ahmedabad,House,2,3,1661,5,0,Semi Furnished,10012680
Pune,House,2,3,2850,22,1,Unfurnished,29491036
Bangalore,Apartment,1,1,2826,18,1,Semi Furnished,27041986
Ahmedabad,Villa,5,1,2072,13,2,Unfurnished,16250451
Bangalore,Apartment,3,1,4898,7,3,Semi Furnished,48126593
Rajkot,Commercial,5,1,797,10,3,Fully Furnished,7398254
Mumbai,Apartment,1,1,4579,11,0,Fully Furnished,55971024
Ahmedabad,House,3,3,3550,3,1,Semi Furnished,20683610
Ahmedabad,House,5,3,1935,23,1,Fully Furnished,12219703
Delhi,Villa,5,3,521,6,0,Unfurnished,9537489
Pune,Villa,5,3,3517,18,1,Semi Furnished,49254714
Jaipur,Commercial,1,4,3706,10,2,Unfurnished,32817332
Ahmedabad,Apartment,5,1,1394,20,3,Unfurnished,7487564
Vadodara,Apartment,2,2,3409,6,1,Semi Furnished,14169340
Mumbai,Villa,5,1,4348,18,1,Unfurnished,84670345
Pune,Apartment,3,1,1017,3,2,Semi Furnished,10399401
Hyderabad,House,4,1,1468,15,1,Semi Furnished,15435306
Vadodara,Apartment,3,2,4965,24,2,Semi Furnished,20157098
Rajkot,Villa,3,4,4279,7,0,Unfurnished,24749870
Vadodara,Apartment,2,1,2012,9,1,Semi Furnished,8871505
Bangalore,Commercial,2,1,2149,22,3,Unfurnished,37029971
Pune,House,5,3,2612,0,3,Unfurnished,28423014
Mumbai,Commercial,1,2,576,10,2,Fully Furnished,14126587
Mumbai,Villa,4,3,2301,19,1,Semi Furnished,45318852
Ahmedabad,Commercial,3,1,2155,21,1,Semi Furnished,18277508
Rajkot,House,4,3,1016,14,2,Unfurnished,5742969
Ahmedabad,Apartment,4,3,3666,11,1,Semi Furnished,18115846
Mumbai,House,5,4,3577,2,1,Unfurnished,53315698
Delhi,Commercial,5,1,3269,0,3,Unfurnished,60385947
Jaipur,Apartment,4,2,2549,21,2,Semi Furnished,13570586
Bangalore,Commercial,4,4,2087,3,1,Fully Furnished,38186738
Vadodara,Commercial,2,2,4963,18,3,Semi Furnished,35962951
Hyderabad,Apartment,1,1,1987,2,2,Unfurnished,16969405
Jaipur,House,5,2,2626,5,3,Unfurnished,17137359
Vadodara,Apartment,3,4,3514,23,3,Unfurnished,14737749
Ahmedabad,House,5,4,2806,9,3,Semi Furnished,17146950
Bangalore,Villa,5,1,2184,7,2,Semi Furnished,35319700
Vadodara,House,3,3,1570,7,2,Unfurnished,8648257
Delhi,Villa,2,2,2326,21,3,Unfurnished,37952066
Vadodara,Commercial,2,2,2385,19,0,Fully Furnished,17711688
Jaipur,Villa,4,4,2782,11,2,Semi Furnished,23330772
Ahmedabad,House,1,4,4631,12,2,Fully Furnished,26449261
Hyderabad,Villa,5,1,1946,19,3,Semi Furnished,27294319
Mumbai,House,4,4,1523,18,2,Fully Furnished,23865776
Surat,Villa,1,2,3770,9,2,Fully Furnished,26926459
Hyderabad,House,5,1,1477,17,2,Semi Furnished,15904156
Surat,Villa,4,1,1948,6,0,Fully Furnished,15035880
Surat,Commercial,2,3,4694,17,1,Fully Furnished,37152856
Mumbai,Villa,2,4,1460,20,0,Semi Furnished,28910627
Pune,Apartment,2,3,1449,5,0,Fully Furnished,14092090
Mumbai,Villa,4,3,3971,24,1,Semi Furnished,77551701
Surat,House,4,1,2982,14,0,Fully Furnished,16551285
Rajkot,Commercial,1,2,3471,0,3,Fully Furnished,23561506
Surat,House,1,2,3515,16,0,Unfurnished,17931717
Jaipur,Villa,1,4,1991,22,2,Semi Furnished,15947998
Mumbai,Apartment,3,3,4648,18,3,Unfurnished,56770281
Pune,Apartment,5,3,3433,5,1,Fully Furnished,31518931
Jaipur,Commercial,4,1,1991,11,2,Semi Furnished,19014760
Pune,Villa,3,2,1792,1,2,Semi Furnished,26222575
Hyderabad,House,5,1,2022,19,3,Semi Furnished,21571371
Rajkot,Villa,2,4,734,20,3,Fully Furnished,5786375
Vadodara,House,1,1,1108,14,0,Fully Furnished,6156476
Pune,Commercial,4,2,1586,19,2,Fully Furnished,26016000
Bangalore,Commercial,2,1,3350,22,3,Fully Furnished,58880715
Mumbai,Commercial,2,4,2815,15,0,Unfurnished,61046097
Rajkot,Commercial,4,2,4731,13,0,Unfurnished,30785028
Delhi,Commercial,1,4,3232,16,2,Unfurnished,58775885
Rajkot,Apartment,5,4,3219,17,2,Unfurnished,12686942
Delhi,Commercial,4,1,4154,5,3,Semi Furnished,76734582
Ahmedabad,Apartment,2,3,1236,0,2,Fully Furnished,7846062
Vadodara,Commercial,1,2,3555,2,3,Unfurnished,25788417
Jaipur,Commercial,3,3,623,0,3,Unfurnished,7030714
Mumbai,Villa,1,4,1088,20,1,Fully Furnished,22125513
Rajkot,Villa,4,1,1294,10,2,Fully Furnished,9347027
Vadodara,Villa,1,2,4098,17,1,Unfurnished,25565583
Pune,Apartment,1,2,746,16,1,Fully Furnished,7508787
Rajkot,Apartment,1,4,3148,20,0,Semi Furnished,11401605
Vadodara,House,3,3,948,17,3,Unfurnished,5715206
Surat,House,4,4,3638,25,3,Unfurnished,19848428
Ahmedabad,Commercial,1,4,934,10,0,Fully Furnished,9005567
Mumbai,Apartment,3,1,1221,17,1,Unfurnished,15505467
Mumbai,Apartment,1,3,2797,1,3,Fully Furnished,35160265
Mumbai,House,5,2,3131,7,0,Semi Furnished,46660786
Vadodara,Villa,4,1,3374,21,2,Unfurnished,21791381
Mumbai,Apartment,1,2,2634,2,2,Fully Furnished,33017035
Vadodara,Commercial,5,2,3651,11,1,Semi Furnished,27237995
Hyderabad,House,5,2,3858,25,2,Semi Furnished,39215925
Bangalore,Villa,3,4,4683,20,2,Semi Furnished,72285747
Jaipur,House,1,3,4527,18,3,Semi Furnished,27318170
Surat,House,2,3,2603,25,2,Fully Furnished,14422359
Ahmedabad,Commercial,5,3,3194,14,2,Semi Furnished,27536366
Vadodara,House,1,4,4385,3,2,Fully Furnished,22401730
Pune,Apartment,2,4,607,2,0,Fully Furnished,6871568
Hyderabad,Commercial,5,1,758,16,0,Fully Furnished,13303977
Surat,House,4,1,1421,3,0,Semi Furnished,8768179
Ahmedabad,Villa,3,3,2591,10,1,Fully Furnished,20345860
Pune,Commercial,4,2,1232,22,0,Fully Furnished,20447535
Surat,Apartment,1,3,3467,23,1,Semi Furnished,15157176
Delhi,House,1,4,3297,11,0,Semi Furnished,40493707
Vadodara,Apartment,1,1,4867,16,3,Fully Furnished,20423121
Mumbai,Apartment,3,2,4250,14,1,Unfurnished,51637435
Delhi,Villa,3,4,2055,2,2,Fully Furnished,35122896
Pune,Villa,5,1,867,23,3,Unfurnished,12866276
Hyderabad,Commercial,1,1,2440,14,3,Semi Furnished,36823471
Surat,Apartment,1,2,3113,22,1,Semi Furnished,13558469
Jaipur,House,2,3,4954,10,0,Fully Furnished,30048844
Surat,Villa,5,3,822,21,0,Semi Furnished,6926507
Bangalore,Commercial,2,2,4252,24,0,Unfurnished,73059477
Delhi,House,1,1,4098,12,0,Semi Furnished,49707137
Pune,Commercial,1,3,1680,11,1,Fully Furnished,27188266
Hyderabad,Commercial,5,4,4419,22,1,Unfurnished,66565812
Mumbai,Commercial,4,1,4480,25,0,Unfurnished,97517444
Hyderabad,House,4,2,2214,17,0,Semi Furnished,23138625
Surat,House,1,4,4070,5,3,Fully Furnished,22492629
Delhi,House,4,2,2671,5,0,Fully Furnished,34005444
Vadodara,Commercial,5,3,2885,9,3,Unfurnished,22150505
Delhi,Villa,5,2,1692,2,0,Fully Furnished,29312591
Rajkot,Apartment,3,3,1536,3,3,Fully Furnished,7742140
Rajkot,Villa,5,3,3910,8,2,Fully Furnished,24160829
Mumbai,Villa,4,2,2615,0,2,Fully Furnished,52613335
Surat,Commercial,2,1,3979,23,3,Semi Furnished,30756082
Hyderabad,Apartment,1,1,2308,7,3,Fully Furnished,20167240
Mumbai,Commercial,3,2,1456,4,0,Semi Furnished,32813426
Ahmedabad,Villa,5,1,4885,24,2,Semi Furnished,36328747
Vadodara,Apartment,4,1,4602,16,0,Semi Furnished,18895365
